"ts_stock","region","stock","year","catch","TAC","catch_by_TAC","DemersPelag","source"
"Japanese sardine Japan [pooled]","Japan","Japanese sardine Japan [pooled]__pooled",2002,50000,342000,"0.15","pelagic-neritic","Mike's data"
"Japanese sardine Japan [pooled]","Japan","Japanese sardine Japan [pooled]__pooled",2003,52000,1e+05,"0.52","pelagic-neritic","Mike's data"
"Japanese sardine Japan [pooled]","Japan","Japanese sardine Japan [pooled]__pooled",2004,50000,70000,"0.71","pelagic-neritic","Mike's data"
"Japanese sardine Japan [pooled]","Japan","Japanese sardine Japan [pooled]__pooled",2005,28000,60000,"0.47","pelagic-neritic","Mike's data"
"Japanese sardine Japan [pooled]","Japan","Japanese sardine Japan [pooled]__pooled",2006,52000,60000,"0.87","pelagic-neritic","Mike's data"
"Japanese sardine Japan [pooled]","Japan","Japanese sardine Japan [pooled]__pooled",2007,79000,60000,"1.32","pelagic-neritic","Mike's data"
"Japanese sardine Japan [pooled]","Japan","Japanese sardine Japan [pooled]__pooled",2008,35000,52000,"0.67","pelagic-neritic","Mike's data"
"Japanese sardine Japan [pooled]","Japan","Japanese sardine Japan [pooled]__pooled",2009,57000,61000,"0.93","pelagic-neritic","Mike's data"
"Japanese sardine Japan [pooled]","Japan","Japanese sardine Japan [pooled]__pooled",2010,71000,102000,"0.70","pelagic-neritic","Mike's data"
"Japanese sardine Japan [pooled]","Japan","Japanese sardine Japan [pooled]__pooled",2011,176000,209000,"0.84","pelagic-neritic","Mike's data"
"Japanese sardine Japan [pooled]","Japan","Japanese sardine Japan [pooled]__pooled",2012,140000,326000,"0.43","pelagic-neritic","Mike's data"
"Japanese sardine Japan [pooled]","Japan","Japanese sardine Japan [pooled]__pooled",2013,216000,388000,"0.56","pelagic-neritic","Mike's data"
"Japanese sardine Japan [pooled]","Japan","Japanese sardine Japan [pooled]__pooled",2014,195000,429000,"0.45","pelagic-neritic","Mike's data"
"Japanese sardine Japan [pooled]","Japan","Japanese sardine Japan [pooled]__pooled",2015,343000,435000,"0.79","pelagic-neritic","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",1986,2006,1315,"1.52","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",1987,1632,998,"1.64","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",1988,1938,1542,"1.26","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",1989,2145,1928,"1.11","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",1990,1666,1928,"0.86","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",1991,2420,2608,"0.93","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",1992,2782,3538,"0.79","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",1993,2702,3538,"0.76","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",1994,3422,3538,"0.97","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",1995,3462,3538,"0.98","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",1996,2915,3538,"0.82","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",1997,3088,4808,"0.64","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",1998,2925,4808,"0.61","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",1999,2662,4808,"0.55","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",2000,3181,4627,"0.69","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",2001,3147,4627,"0.68","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",2002,2264,4627,"0.49","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",2003,2295,4627,"0.50","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",2004,2273,4627,"0.49","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",2005,2202,4627,"0.48","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",2006,2496,4899,"0.51","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",2007,2227,4899,"0.45","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",2008,2483,4899,"0.51","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",2009,2403,4899,"0.49","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",2010,1937,4899,"0.40","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",2011,2150,4899,"0.44","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",2012,3243,5398,"0.60","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",2013,2660,4898,"0.54","reef-associated","Mike's data"
"King mackerel Gulf of Mexico","US southeast","King mackerel Gulf of Mexico_USA-NMFS-GM_full1",2014,1170,1568,"0.75","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",1986,4001,4391,"0.91","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",1987,3338,4391,"0.76","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",1988,3616,3175,"1.14","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",1989,2737,4082,"0.67","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",1990,2900,3765,"0.77","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",1991,3782,4763,"0.79","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",1992,3846,4763,"0.81","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",1993,2928,4763,"0.61","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",1994,2688,4536,"0.59","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",1995,2732,3311,"0.83","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",1996,3035,3084,"0.98","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",1997,3701,3084,"1.20","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",1998,3149,3810,"0.83","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",1999,2562,4536,"0.56","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",2000,3759,4536,"0.83","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",2001,3199,4536,"0.71","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",2002,2863,4536,"0.63","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",2003,3034,4536,"0.67","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",2004,3654,4536,"0.81","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",2005,3043,4536,"0.67","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",2006,3684,4536,"0.81","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",2007,4306,4536,"0.95","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",2008,4443,4536,"0.98","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",2009,3610,4536,"0.80","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",2010,2766,4536,"0.61","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",2011,3759,4745,"0.79","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",2012,1406,4745,"0.30","reef-associated","Mike's data"
"King mackerel Southern Atlantic Coast","US southeast","King mackerel Southern Atlantic Coast_USA-NMFS-SATLC_full",2013,976,4745,"0.21","reef-associated","Mike's data"
"Kingklip South Africa","South Africa","Kingklip South Africa__full",2005,4017,3000,"1.34","bathydemersal","Mike's data"
"Kingklip South Africa","South Africa","Kingklip South Africa__full",2006,3034,3500,"0.87","bathydemersal","Mike's data"
"Kingklip South Africa","South Africa","Kingklip South Africa__full",2007,2627,3500,"0.75","bathydemersal","Mike's data"
"Kingklip South Africa","South Africa","Kingklip South Africa__full",2008,2635,3500,"0.75","bathydemersal","Mike's data"
"Kingklip South Africa","South Africa","Kingklip South Africa__full",2009,2389,3500,"0.68","bathydemersal","Mike's data"
"Kingklip South Africa","South Africa","Kingklip South Africa__full",2010,2808,3500,"0.80","bathydemersal","Mike's data"
"Kingklip South Africa","South Africa","Kingklip South Africa__full",2011,2768,3500,"0.79","bathydemersal","Mike's data"
"Kingklip South Africa","South Africa","Kingklip South Africa__full",2012,3518,3500,"1.01","bathydemersal","Mike's data"
"Lingcod Northern Pacific Coast","US west","Lingcod Northern Pacific Coast__full",2013,474,3036,"0.16","demersal","Mike's data"
"Lingcod Northern Pacific Coast","US west","Lingcod Northern Pacific Coast__full",2014,346,2878,"0.12","demersal","Mike's data"
"Lingcod Northern Pacific Coast","US west","Lingcod Northern Pacific Coast__full",2015,345,2830,"0.12","demersal","Mike's data"
"Lingcod Pacific Coast [pooled]","US west","Lingcod Pacific Coast [pooled]_N;S_pooled",2002,328,577,"0.57","demersal","Mike's data"
"Lingcod Pacific Coast [pooled]","US west","Lingcod Pacific Coast [pooled]_N;S_pooled",2003,274,651,"0.42","demersal","Mike's data"
"Lingcod Pacific Coast [pooled]","US west","Lingcod Pacific Coast [pooled]_N;S_pooled",2004,273,735,"0.37","demersal","Mike's data"
"Lingcod Pacific Coast [pooled]","US west","Lingcod Pacific Coast [pooled]_N;S_pooled",2005,425,2414,"0.18","demersal","Mike's data"
"Lingcod Pacific Coast [pooled]","US west","Lingcod Pacific Coast [pooled]_N;S_pooled",2006,439,2414,"0.18","demersal","Mike's data"
"Lingcod Pacific Coast [pooled]","US west","Lingcod Pacific Coast [pooled]_N;S_pooled",2007,357,6170,"0.06","demersal","Mike's data"
"Lingcod Pacific Coast [pooled]","US west","Lingcod Pacific Coast [pooled]_N;S_pooled",2008,336,6170,"0.05","demersal","Mike's data"
"Lingcod Pacific Coast [pooled]","US west","Lingcod Pacific Coast [pooled]_N;S_pooled",2009,309,5278,"0.06","demersal","Mike's data"
"Lingcod Pacific Coast [pooled]","US west","Lingcod Pacific Coast [pooled]_N;S_pooled",2010,191,4829,"0.04","demersal","Mike's data"
"Lingcod Pacific Coast [pooled]","US west","Lingcod Pacific Coast [pooled]_N;S_pooled",2011,402,3002,"0.13","demersal","Mike's data"
"Lingcod Pacific Coast [pooled]","US west","Lingcod Pacific Coast [pooled]_N;S_pooled",2012,510,3026,"0.17","demersal","Mike's data"
"Lingcod Southern Pacific Coast","US west","Lingcod Southern Pacific Coast__full",2013,52,1111,"0.05","demersal","Mike's data"
"Lingcod Southern Pacific Coast","US west","Lingcod Southern Pacific Coast__full",2014,81,1063,"0.08","demersal","Mike's data"
"Lingcod Southern Pacific Coast","US west","Lingcod Southern Pacific Coast__full",2015,119,1004,"0.12","demersal","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1976,25284,44000,"0.57","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1977,16674,44000,"0.38","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1978,10831,44000,"0.25","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1979,17320,44000,"0.39","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1980,23746,44000,"0.54","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1981,22528,44000,"0.51","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1982,18653,44000,"0.42","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1983,22587,44000,"0.51","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1984,18720,44000,"0.43","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1985,13448,44000,"0.31","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1986,16123,44000,"0.37","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1987,10369,44000,"0.24","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1988,18596,44000,"0.42","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1989,23738,44000,"0.54","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1990,15399,44000,"0.35","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1991,20299,44000,"0.46","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1992,19018,44000,"0.43","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1993,23020,44000,"0.52","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1994,23480,44000,"0.53","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1995,18880,36000,"0.52","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1996,12503,25000,"0.50","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1997,16270,21000,"0.77","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1998,19145,21000,"0.91","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",1999,19173,21000,"0.91","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",2000,17540,15000,"1.17","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",2001,14345,17000,"0.84","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",2002,16868,17000,"0.99","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",2003,11941,17000,"0.70","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",2004,14800,17000,"0.87","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",2005,16724,17000,"0.98","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",2006,15928,17000,"0.94","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",2007,12354,17000,"0.73","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",2008,11406,17000,"0.67","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",2009,9307,19000,"0.49","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",2010,6913,18667,"0.37","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",2011,9556,19906,"0.48","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",2012,12820,22220,"0.58","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",2013,11183,22049,"0.51","benthopelagic","Mike's data"
"Longfin inshore squid Atlantic Coast","US northeast","Longfin inshore squid Atlantic Coast_USA-NMFS-ATLC_full",2014,12063,22049,"0.55","benthopelagic","Mike's data"
"Longnose skate BC [pooled]","Canada west","Longnose skate BC [pooled]__full",2002,15,47,"0.31","bathydemersal","Mike's data"
"Longnose skate BC [pooled]","Canada west","Longnose skate BC [pooled]__full",2003,24,47,"0.50","bathydemersal","Mike's data"
"Longnose skate BC [pooled]","Canada west","Longnose skate BC [pooled]__full",2004,11,47,"0.24","bathydemersal","Mike's data"
"Longnose skate BC [pooled]","Canada west","Longnose skate BC [pooled]__full",2005,18,47,"0.38","bathydemersal","Mike's data"
"Longnose skate BC [pooled]","Canada west","Longnose skate BC [pooled]__full",2006,14,47,"0.29","bathydemersal","Mike's data"
"Longnose skate Pacific Coast","US west","Longnose skate Pacific Coast__full",2009,1155,1349,"0.86","bathydemersal","Mike's data"
"Longnose skate Pacific Coast","US west","Longnose skate Pacific Coast__full",2010,1194,1349,"0.88","bathydemersal","Mike's data"
"Longnose skate Pacific Coast","US west","Longnose skate Pacific Coast__full",2011,958,1349,"0.71","bathydemersal","Mike's data"
"Longnose skate Pacific Coast","US west","Longnose skate Pacific Coast__full",2012,992,1349,"0.74","bathydemersal","Mike's data"
"Longnose skate Pacific Coast","US west","Longnose skate Pacific Coast__full",2013,986,2000,"0.49","bathydemersal","Mike's data"
"Longnose skate Pacific Coast","US west","Longnose skate Pacific Coast__full",2014,906,2000,"0.45","bathydemersal","Mike's data"
"Longnose skate Pacific Coast","US west","Longnose skate Pacific Coast__full",2015,841,2000,"0.42","bathydemersal","Mike's data"
"Longspine thornyhead Pacific Coast","US west","Longspine thornyhead Pacific Coast__full",2002,2155,2461,"0.88","bathydemersal","Mike's data"
"Longspine thornyhead Pacific Coast","US west","Longspine thornyhead Pacific Coast__full",2003,1710,2461,"0.69","bathydemersal","Mike's data"
"Longspine thornyhead Pacific Coast","US west","Longspine thornyhead Pacific Coast__full",2004,800,2461,"0.33","bathydemersal","Mike's data"
"Longspine thornyhead Pacific Coast","US west","Longspine thornyhead Pacific Coast__full",2005,731,2656,"0.28","bathydemersal","Mike's data"
"Longspine thornyhead Pacific Coast","US west","Longspine thornyhead Pacific Coast__full",2006,823,2656,"0.31","bathydemersal","Mike's data"
"Longspine thornyhead Pacific Coast","US west","Longspine thornyhead Pacific Coast__full",2007,993,2696,"0.37","bathydemersal","Mike's data"
"Longspine thornyhead Pacific Coast","US west","Longspine thornyhead Pacific Coast__full",2008,1446,2696,"0.54","bathydemersal","Mike's data"
"Longspine thornyhead Pacific Coast","US west","Longspine thornyhead Pacific Coast__full",2009,1614,2626,"0.61","bathydemersal","Mike's data"
"Longspine thornyhead Pacific Coast","US west","Longspine thornyhead Pacific Coast__full",2010,1744,2560,"0.68","bathydemersal","Mike's data"
"Longspine thornyhead Pacific Coast","US west","Longspine thornyhead Pacific Coast__full",2011,977,2494,"0.39","bathydemersal","Mike's data"
"Longspine thornyhead Pacific Coast","US west","Longspine thornyhead Pacific Coast__full",2012,918,2430,"0.38","bathydemersal","Mike's data"
"Longspine thornyhead Pacific Coast","US west","Longspine thornyhead Pacific Coast__full",2013,1093,2365,"0.46","bathydemersal","Mike's data"
"Longspine thornyhead Pacific Coast","US west","Longspine thornyhead Pacific Coast__full",2014,923,2305,"0.40","bathydemersal","Mike's data"
"Longspine thornyhead Pacific Coast","US west","Longspine thornyhead Pacific Coast__full",2015,771,4171,"0.18","bathydemersal","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",1987,655000,442000,"1.48","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",1988,680000,610000,"1.11","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",1989,590000,532000,"1.11","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",1990,628000,562000,"1.12","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",1991,668000,612000,"1.09","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",1992,760000,707000,"1.07","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",1993,825000,767000,"1.08","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",1994,821000,837000,"0.98","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",1995,756000,645000,"1.17","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",1996,564000,452000,"1.25","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",1997,570000,470000,"1.21","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",1998,667000,549000,"1.21","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",1999,640000,562000,"1.14","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",2000,738000,612000,"1.21","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",2001,737000,670000,"1.10","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",2002,773000,683000,"1.13","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",2003,670000,583000,"1.15","pelagic-neritic","Mike's data"
"Mackerel ICES Northeast Atlantic","Europe-ICES-EU","Mackerel ICES Northeast Atlantic_I-VII, XIV and VIIIa-e, IXa_full",2004,650000,532000,"1.22","pelagic-neritic","Mike's data"
