"ts_stock","region","stock","year","catch","TAC","catch_by_TAC","DemersPelag","source"
"Anchovy ICES VIII","Europe-ICES-EU","Anchovy ICES VIII_VIII_full",2015,25100,25000,"1.00","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1987,600380,6e+05,"1.00","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1988,572745,6e+05,"0.95","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1989,294420,3e+05,"0.98","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1990,151559,150000,"1.01","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1991,151044,150000,"1.01","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1992,349044,350000,"1.00","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1993,235867,360000,"0.66","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1994,155941,150000,"1.04","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1995,178430,210000,"0.85","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1996,40881,70000,"0.58","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1997,60386,60000,"1.01","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1998,107867,175000,"0.62","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",1999,179892,231000,"0.78","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2000,267291,291000,"0.92","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2001,287512,451000,"0.64","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2002,213446,359729,"0.59","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2003,258876,282000,"0.92","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2004,190092,423000,"0.45","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2005,282727,297000,"0.95","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2006,134184,362251,"0.37","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2007,253092,536942,"0.47","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2008,265823,517500,"0.51","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2009,174326,569437,"0.31","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2010,217064,573183,"0.38","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2011,119876,390291,"0.31","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2012,307303,472718,"0.65","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2013,78801,450000,"0.18","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2014,240498,450000,"0.53","pelagic-neritic","Mike's data"
"Anchovy South Africa","South Africa","Anchovy South Africa__full",2015,238129,450000,"0.53","pelagic-neritic","Mike's data"
"Arctic surfclam Banquereau","Canada east","Arctic surfclam Banquereau__full",2000,20055,24000,"0.84","benthic","Mike's data"
"Arctic surfclam Banquereau","Canada east","Arctic surfclam Banquereau__full",2001,11443,24000,"0.48","benthic","Mike's data"
"Arctic surfclam Banquereau","Canada east","Arctic surfclam Banquereau__full",2002,12700,24000,"0.53","benthic","Mike's data"
"Arctic surfclam Banquereau","Canada east","Arctic surfclam Banquereau__full",2003,16883,24000,"0.70","benthic","Mike's data"
"Arctic surfclam Banquereau","Canada east","Arctic surfclam Banquereau__full",2004,16498,24000,"0.69","benthic","Mike's data"
"Arctic surfclam Banquereau","Canada east","Arctic surfclam Banquereau__full",2005,14414,24000,"0.60","benthic","Mike's data"
"Arctic surfclam Banquereau","Canada east","Arctic surfclam Banquereau__full",2006,15877,24000,"0.66","benthic","Mike's data"
"Arctic surfclam Banquereau","Canada east","Arctic surfclam Banquereau__full",2007,17982,24000,"0.75","benthic","Mike's data"
"Arctic surfclam Banquereau","Canada east","Arctic surfclam Banquereau__full",2008,19336,24000,"0.81","benthic","Mike's data"
"Arctic surfclam Banquereau","Canada east","Arctic surfclam Banquereau__full",2009,24565,24000,"1.02","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",1989,402,20000,"0.02","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",1990,8030,20000,"0.40","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",1991,6750,20000,"0.34","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",1992,11200,20000,"0.56","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",1993,18900,20000,"0.95","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",1994,15900,20000,"0.80","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",1995,14100,20000,"0.71","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",1996,6460,20000,"0.32","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",1997,7610,20000,"0.38","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",1998,963,20000,"0.05","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",1999,1490,20000,"0.07","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",2000,3780,20000,"0.19","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",2001,8390,20000,"0.42","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",2002,6900,20000,"0.35","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",2003,10300,20000,"0.52","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",2004,6730,20000,"0.34","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",2005,3730,20000,"0.19","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",2006,4930,20000,"0.25","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",2007,211,20000,"0.01","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",2008,0,20000,"0.00","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",2009,127,20000,"0.01","benthic","Mike's data"
"Arctic surfclam Grand Bank","Canada east","Arctic surfclam Grand Bank__",2010,346,20000,"0.02","benthic","Mike's data"
"Arctic surfclam Quebec and Gulf of St. Lawrence","Canada east","Arctic surfclam Quebec and Gulf of St. Lawrence__",1994,375,926,"0.40","benthic","Mike's data"
"Arctic surfclam Quebec and Gulf of St. Lawrence","Canada east","Arctic surfclam Quebec and Gulf of St. Lawrence__",1995,228,903,"0.25","benthic","Mike's data"
"Arctic surfclam Quebec and Gulf of St. Lawrence","Canada east","Arctic surfclam Quebec and Gulf of St. Lawrence__",1996,210,903,"0.23","benthic","Mike's data"
"Arctic surfclam Quebec and Gulf of St. Lawrence","Canada east","Arctic surfclam Quebec and Gulf of St. Lawrence__",1997,214,1130,"0.19","benthic","Mike's data"
"Arctic surfclam Quebec and Gulf of St. Lawrence","Canada east","Arctic surfclam Quebec and Gulf of St. Lawrence__",1998,300,1210,"0.25","benthic","Mike's data"
"Arctic surfclam Quebec and Gulf of St. Lawrence","Canada east","Arctic surfclam Quebec and Gulf of St. Lawrence__",1999,261,1150,"0.23","benthic","Mike's data"
"Arctic surfclam Quebec and Gulf of St. Lawrence","Canada east","Arctic surfclam Quebec and Gulf of St. Lawrence__",2000,445,1250,"0.36","benthic","Mike's data"
"Arctic surfclam Quebec and Gulf of St. Lawrence","Canada east","Arctic surfclam Quebec and Gulf of St. Lawrence__",2001,411,1460,"0.28","benthic","Mike's data"
"Arctic surfclam Quebec and Gulf of St. Lawrence","Canada east","Arctic surfclam Quebec and Gulf of St. Lawrence__",2002,522,1410,"0.37","benthic","Mike's data"
"Arctic surfclam Quebec and Gulf of St. Lawrence","Canada east","Arctic surfclam Quebec and Gulf of St. Lawrence__",2003,883,1410,"0.63","benthic","Mike's data"
"Arctic surfclam Quebec and Gulf of St. Lawrence","Canada east","Arctic surfclam Quebec and Gulf of St. Lawrence__",2004,834,1450,"0.58","benthic","Mike's data"
"Arctic surfclam Quebec and Gulf of St. Lawrence","Canada east","Arctic surfclam Quebec and Gulf of St. Lawrence__",2005,887,1450,"0.61","benthic","Mike's data"
"Arctic surfclam Quebec and Gulf of St. Lawrence","Canada east","Arctic surfclam Quebec and Gulf of St. Lawrence__",2006,888,1480,"0.60","benthic","Mike's data"
"Arctic surfclam Quebec and Gulf of St. Lawrence","Canada east","Arctic surfclam Quebec and Gulf of St. Lawrence__",2007,625,1480,"0.42","benthic","Mike's data"
"Arctic surfclam Quebec and Gulf of St. Lawrence","Canada east","Arctic surfclam Quebec and Gulf of St. Lawrence__",2008,653,1440,"0.45","benthic","Mike's data"
"Arctic surfclam Quebec and Gulf of St. Lawrence","Canada east","Arctic surfclam Quebec and Gulf of St. Lawrence__",2009,896,1440,"0.62","benthic","Mike's data"
"Arctic surfclam Quebec and Gulf of St. Lawrence","Canada east","Arctic surfclam Quebec and Gulf of St. Lawrence__",2010,913,1440,"0.63","benthic","Mike's data"
"Arctic surfclam Quebec and Gulf of St. Lawrence","Canada east","Arctic surfclam Quebec and Gulf of St. Lawrence__",2011,842,1460,"0.58","benthic","Mike's data"
