"ts_stock","region","stock","year","catch","TAC","catch_by_TAC","DemersPelag","source","council","council_code","stock_code","year_rank","tac_group1","tac_group2","tac_change","rs_key_code"
"Patagonian toothfish Macquarie Island","Australia","Patagonian toothfish Macquarie Island__full",2005,57,208,0.27,"pelagic-oceanic","Mike's data","Australia",3,242,9,2,2,-0.606060606060606,8
"Patagonian toothfish Macquarie Island","Australia","Patagonian toothfish Macquarie Island__full",2006,272,380,0.72,"pelagic-oceanic","Mike's data","Australia",3,242,10,1,1,0.826923076923077,8
"Patagonian toothfish Macquarie Island","Australia","Patagonian toothfish Macquarie Island__full",2007,237,341,0.7,"pelagic-oceanic","Mike's data","Australia",3,242,11,2,2,-0.102631578947368,8
"Patagonian toothfish Macquarie Island","Australia","Patagonian toothfish Macquarie Island__full",2008,320,476,0.67,"pelagic-oceanic","Mike's data","Australia",3,242,12,1,1,0.395894428152493,8
"Patagonian toothfish Macquarie Island","Australia","Patagonian toothfish Macquarie Island__full",2009,453,462,0.98,"pelagic-oceanic","Mike's data","Australia",3,242,13,2,3,-0.0294117647058824,8
"Patagonian toothfish Macquarie Island","Australia","Patagonian toothfish Macquarie Island__full",2010,214,210,1.02,"pelagic-oceanic","Mike's data","Australia",3,242,14,2,2,-0.545454545454545,8
"Patagonian toothfish Macquarie Island","Australia","Patagonian toothfish Macquarie Island__full",2011,264,290,0.91,"pelagic-oceanic","Mike's data","Australia",3,242,15,1,1,0.380952380952381,8
"Patagonian toothfish Macquarie Island","Australia","Patagonian toothfish Macquarie Island__full",2012,358,510,0.7,"pelagic-oceanic","Mike's data","Australia",3,242,16,1,1,0.758620689655172,8
"Patagonian toothfish Macquarie Island","Australia","Patagonian toothfish Macquarie Island__full",2013,332,455,0.73,"pelagic-oceanic","Mike's data","Australia",3,242,17,2,2,-0.107843137254902,8
"Patagonian toothfish Macquarie Island","Australia","Patagonian toothfish Macquarie Island__full",2014,404,415,0.97,"pelagic-oceanic","Mike's data","Australia",3,242,18,2,3,-0.0879120879120879,8
"Patagonian toothfish Macquarie Island","Australia","Patagonian toothfish Macquarie Island__full",2015,408,410,1,"pelagic-oceanic","Mike's data","Australia",3,242,19,2,3,-0.0120481927710843,8
"Patagonian toothfish Macquarie Island","Australia","Patagonian toothfish Macquarie Island__full",2016,309,460,0.67,"pelagic-oceanic","Mike's data","Australia",3,242,20,1,1,0.121951219512195,8
"Patagonian toothfish South Africa Subantarctic Prince Edward Islands","South Africa","Patagonian toothfish South Africa Subantarctic Prince Edward Islands__full",2001,620,2250,0.28,"pelagic-oceanic","Mike's data","South Africa",21,243,2,2,3,-0.1,5
"Patagonian toothfish South Africa Subantarctic Prince Edward Islands","South Africa","Patagonian toothfish South Africa Subantarctic Prince Edward Islands__full",2002,543,600,0.91,"pelagic-oceanic","Mike's data","South Africa",21,243,3,2,2,-0.733333333333333,5
"Patagonian toothfish South Africa Subantarctic Prince Edward Islands","South Africa","Patagonian toothfish South Africa Subantarctic Prince Edward Islands__full",2003,507,500,1.01,"pelagic-oceanic","Mike's data","South Africa",21,243,4,2,2,-0.166666666666667,5
"Patagonian toothfish South Africa Subantarctic Prince Edward Islands","South Africa","Patagonian toothfish South Africa Subantarctic Prince Edward Islands__full",2004,373,500,0.75,"pelagic-oceanic","Mike's data","South Africa",21,243,5,1,3,0,5
"Patagonian toothfish South Africa Subantarctic Prince Edward Islands","South Africa","Patagonian toothfish South Africa Subantarctic Prince Edward Islands__full",2005,285,450,0.63,"pelagic-oceanic","Mike's data","South Africa",21,243,6,2,3,-0.1,5
"Patagonian toothfish South Africa Subantarctic Prince Edward Islands","South Africa","Patagonian toothfish South Africa Subantarctic Prince Edward Islands__full",2006,169,450,0.38,"pelagic-oceanic","Mike's data","South Africa",21,243,7,1,3,0,5
"Patagonian toothfish South Africa Subantarctic Prince Edward Islands","South Africa","Patagonian toothfish South Africa Subantarctic Prince Edward Islands__full",2007,245,450,0.54,"pelagic-oceanic","Mike's data","South Africa",21,243,8,1,3,0,5
"Patagonian toothfish South Africa Subantarctic Prince Edward Islands","South Africa","Patagonian toothfish South Africa Subantarctic Prince Edward Islands__full",2008,145,450,0.32,"pelagic-oceanic","Mike's data","South Africa",21,243,9,1,3,0,5
"Patagonian toothfish South Africa Subantarctic Prince Edward Islands","South Africa","Patagonian toothfish South Africa Subantarctic Prince Edward Islands__full",2009,73,450,0.16,"pelagic-oceanic","Mike's data","South Africa",21,243,10,1,3,0,5
"Patagonian toothfish South Africa Subantarctic Prince Edward Islands","South Africa","Patagonian toothfish South Africa Subantarctic Prince Edward Islands__full",2010,224,450,0.5,"pelagic-oceanic","Mike's data","South Africa",21,243,11,1,3,0,5
"Patagonian toothfish South Africa Subantarctic Prince Edward Islands","South Africa","Patagonian toothfish South Africa Subantarctic Prince Edward Islands__full",2011,291,400,0.73,"pelagic-oceanic","Mike's data","South Africa",21,243,12,2,2,-0.111111111111111,5
"Patagonian toothfish South Africa Subantarctic Prince Edward Islands","South Africa","Patagonian toothfish South Africa Subantarctic Prince Edward Islands__full",2012,276,320,0.86,"pelagic-oceanic","Mike's data","South Africa",21,243,13,2,2,-0.2,5
"Patagonian toothfish South Africa Subantarctic Prince Edward Islands","South Africa","Patagonian toothfish South Africa Subantarctic Prince Edward Islands__full",2013,265,320,0.83,"pelagic-oceanic","Mike's data","South Africa",21,243,14,1,3,0,5
"Patagonian toothfish South Africa Subantarctic Prince Edward Islands","South Africa","Patagonian toothfish South Africa Subantarctic Prince Edward Islands__full",2014,368,450,0.82,"pelagic-oceanic","Mike's data","South Africa",21,243,15,1,1,0.40625,5
"Patagonian toothfish South Africa Subantarctic Prince Edward Islands","South Africa","Patagonian toothfish South Africa Subantarctic Prince Edward Islands__full",2015,575,575,1,"pelagic-oceanic","Mike's data","South Africa",21,243,16,1,1,0.277777777777778,5
"Peruvian Anchoveta Central Chile","South America","Peruvian Anchoveta Central Chile__",2007,54326,1e+05,0.54,"pelagic-neritic","Mike's data","South America",22,244,2,1,3,0,11
"Peruvian Anchoveta Central Chile","South America","Peruvian Anchoveta Central Chile__",2008,56845,1e+05,0.57,"pelagic-neritic","Mike's data","South America",22,244,3,1,3,0,11
"Peruvian Anchoveta Central Chile","South America","Peruvian Anchoveta Central Chile__",2009,36000,1e+05,0.36,"pelagic-neritic","Mike's data","South America",22,244,4,1,3,0,11
"Peruvian Anchoveta Central Chile","South America","Peruvian Anchoveta Central Chile__",2010,45000,106000,0.42,"pelagic-neritic","Mike's data","South America",22,244,5,1,3,0.06,11
"Peruvian Anchoveta Central Chile","South America","Peruvian Anchoveta Central Chile__",2011,54000,80756,0.67,"pelagic-neritic","Mike's data","South America",22,244,6,2,2,-0.238150943396226,11
"Peruvian Anchoveta Central Chile","South America","Peruvian Anchoveta Central Chile__",2014,34000,42200,0.81,"pelagic-neritic","Mike's data","South America",22,244,7,2,2,-0.477438208925653,11
"Peruvian Anchoveta Central Chile","South America","Peruvian Anchoveta Central Chile__",2015,20088,34400,0.58,"pelagic-neritic","Mike's data","South America",22,244,8,2,2,-0.184834123222749,11
"Peruvian Anchoveta Central Chile","South America","Peruvian Anchoveta Central Chile__",2016,36400,34400,1.06,"pelagic-neritic","Mike's data","South America",22,244,9,1,3,0,11
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",1966,7623550,7e+06,1.09,"pelagic-neritic","Mike's data","South America",22,245,2,1,3,0,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",1967,9314685,8e+06,1.16,"pelagic-neritic","Mike's data","South America",22,245,3,1,1,0.142857142857143,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",1968,9450926,9500000,0.99,"pelagic-neritic","Mike's data","South America",22,245,4,1,1,0.1875,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",1969,8157802,8500000,0.96,"pelagic-neritic","Mike's data","South America",22,245,5,2,2,-0.105263157894737,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",1971,9184394,7300000,1.26,"pelagic-neritic","Mike's data","South America",22,245,6,2,2,-0.141176470588235,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",1972,3492886,3600000,0.97,"pelagic-neritic","Mike's data","South America",22,245,7,2,2,-0.506849315068493,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",1973,1312861,1200000,1.09,"pelagic-neritic","Mike's data","South America",22,245,8,2,2,-0.666666666666667,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",1985,648161,5e+05,1.3,"pelagic-neritic","Mike's data","South America",22,245,9,2,2,-0.583333333333333,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",1986,3185991,2500000,1.27,"pelagic-neritic","Mike's data","South America",22,245,10,1,1,4,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",1987,1455237,1e+06,1.46,"pelagic-neritic","Mike's data","South America",22,245,11,2,2,-0.6,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",1988,2434105,1600000,1.52,"pelagic-neritic","Mike's data","South America",22,245,12,1,1,0.6,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",1990,2952965,2400000,1.23,"pelagic-neritic","Mike's data","South America",22,245,13,1,1,0.5,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",1995,5326850,5800000,0.92,"pelagic-neritic","Mike's data","South America",22,245,14,1,1,1.41666666666667,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",1996,6952616,6500000,1.07,"pelagic-neritic","Mike's data","South America",22,245,15,1,1,0.120689655172414,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",1997,4614383,4e+06,1.15,"pelagic-neritic","Mike's data","South America",22,245,16,2,2,-0.384615384615385,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",1998,721525,6e+05,1.2,"pelagic-neritic","Mike's data","South America",22,245,17,2,2,-0.85,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",2001,5688432,7e+06,0.81,"pelagic-neritic","Mike's data","South America",22,245,18,1,1,10.6666666666667,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",2002,6561176,5e+06,1.31,"pelagic-neritic","Mike's data","South America",22,245,19,2,2,-0.285714285714286,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",2003,4935707,6500000,0.76,"pelagic-neritic","Mike's data","South America",22,245,20,1,1,0.3,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",2004,7886232,7500000,1.05,"pelagic-neritic","Mike's data","South America",22,245,21,1,1,0.153846153846154,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",2005,7542691,7e+06,1.08,"pelagic-neritic","Mike's data","South America",22,245,22,2,3,-0.0666666666666667,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",2006,4963697,5e+06,0.99,"pelagic-neritic","Mike's data","South America",22,245,23,2,2,-0.285714285714286,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",2007,5159225,5300000,0.97,"pelagic-neritic","Mike's data","South America",22,245,24,1,3,0.06,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",2008,5268885,5e+06,1.05,"pelagic-neritic","Mike's data","South America",22,245,25,2,3,-0.0566037735849057,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",2009,5327140,5500000,0.97,"pelagic-neritic","Mike's data","South America",22,245,26,1,3,0.1,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",2010,2975302,4570000,0.65,"pelagic-neritic","Mike's data","South America",22,245,27,2,2,-0.169090909090909,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",2011,6283241,6175000,1.02,"pelagic-neritic","Mike's data","South America",22,245,28,1,1,0.351203501094092,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",2012,3255463,3710000,0.88,"pelagic-neritic","Mike's data","South America",22,245,29,2,2,-0.39919028340081,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",2013,4502532,4354000,1.03,"pelagic-neritic","Mike's data","South America",22,245,30,1,1,0.173584905660377,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",2014,1923308,2530000,0.76,"pelagic-neritic","Mike's data","South America",22,245,31,2,2,-0.418925126320625,12
"Peruvian anchoveta North-Central Peru","South America","Peruvian anchoveta North-Central Peru__full",2015,3318673,3830000,0.87,"pelagic-neritic","Mike's data","South America",22,245,32,1,1,0.513833992094862,12
"Petrale sole Pacific Coast","US west","Petrale sole Pacific Coast__full",2003,2077,2762,0.75,"demersal","Mike's data","PFMC",16,246,2,1,3,0,16
"Petrale sole Pacific Coast","US west","Petrale sole Pacific Coast__full",2004,2015,2762,0.73,"demersal","Mike's data","PFMC",16,246,3,1,3,0,16
"Petrale sole Pacific Coast","US west","Petrale sole Pacific Coast__full",2005,2775,2762,1,"demersal","Mike's data","PFMC",16,246,4,1,3,0,16
"Petrale sole Pacific Coast","US west","Petrale sole Pacific Coast__full",2006,2692,2762,0.97,"demersal","Mike's data","PFMC",16,246,5,1,3,0,16
"Petrale sole Pacific Coast","US west","Petrale sole Pacific Coast__full",2007,2323,2499,0.93,"demersal","Mike's data","PFMC",16,246,6,2,3,-0.0952208544532947,16
"Petrale sole Pacific Coast","US west","Petrale sole Pacific Coast__full",2008,2237,2499,0.89,"demersal","Mike's data","PFMC",16,246,7,1,3,0,16
"Petrale sole Pacific Coast","US west","Petrale sole Pacific Coast__full",2009,1963,2433,0.81,"demersal","Mike's data","PFMC",16,246,8,2,3,-0.0264105642256903,16
"Petrale sole Pacific Coast","US west","Petrale sole Pacific Coast__full",2010,923,2393,0.39,"demersal","Mike's data","PFMC",16,246,9,2,3,-0.0164406083025072,16
"Petrale sole Pacific Coast","US west","Petrale sole Pacific Coast__full",2011,940,976,0.96,"demersal","Mike's data","PFMC",16,246,10,2,2,-0.592143752611784,16
"Petrale sole Pacific Coast","US west","Petrale sole Pacific Coast__full",2012,1127,1160,0.97,"demersal","Mike's data","PFMC",16,246,11,1,1,0.188524590163934,16
"Petrale sole Pacific Coast","US west","Petrale sole Pacific Coast__full",2013,2272,2592,0.88,"demersal","Mike's data","PFMC",16,246,12,1,1,1.23448275862069,16
"Petrale sole Pacific Coast","US west","Petrale sole Pacific Coast__full",2014,2420,2652,0.91,"demersal","Mike's data","PFMC",16,246,13,1,3,0.0231481481481481,16
"Petrale sole Pacific Coast","US west","Petrale sole Pacific Coast__full",2015,2660,2816,0.94,"demersal","Mike's data","PFMC",16,246,14,1,3,0.0618401206636501,16
"Pink Cusk-eel Chile","South America","Pink Cusk-eel Chile__",2001,4208,5000,0.84,"bathydemersal","Mike's data","South America",22,247,2,1,3,0.0792143319663285,13
"Pink Cusk-eel Chile","South America","Pink Cusk-eel Chile__",2002,4044,5000,0.81,"bathydemersal","Mike's data","South America",22,247,3,1,3,0,13
"Pink Cusk-eel Chile","South America","Pink Cusk-eel Chile__",2003,4299,5500,0.78,"bathydemersal","Mike's data","South America",22,247,4,1,3,0.1,13
"Pink Cusk-eel Chile","South America","Pink Cusk-eel Chile__",2004,5214,5300,0.98,"bathydemersal","Mike's data","South America",22,247,5,2,3,-0.0363636363636364,13
"Pink Cusk-eel Chile","South America","Pink Cusk-eel Chile__",2005,2886,5700,0.51,"bathydemersal","Mike's data","South America",22,247,6,1,3,0.0754716981132075,13
"Pink Cusk-eel Chile","South America","Pink Cusk-eel Chile__",2006,3852,5700,0.68,"bathydemersal","Mike's data","South America",22,247,7,1,3,0,13
"Pink Cusk-eel Chile","South America","Pink Cusk-eel Chile__",2007,3661,5700,0.64,"bathydemersal","Mike's data","South America",22,247,8,1,3,0,13
"Pink Cusk-eel Chile","South America","Pink Cusk-eel Chile__",2008,2746,5700,0.48,"bathydemersal","Mike's data","South America",22,247,9,1,3,0,13
"Pink Cusk-eel Chile","South America","Pink Cusk-eel Chile__",2009,3497,4700,0.74,"bathydemersal","Mike's data","South America",22,247,10,2,2,-0.175438596491228,13
"Pink Cusk-eel Chile","South America","Pink Cusk-eel Chile__",2010,3216,3700,0.87,"bathydemersal","Mike's data","South America",22,247,11,2,2,-0.212765957446809,13
"Pink Cusk-eel Chile","South America","Pink Cusk-eel Chile__",2011,2158,2900,0.74,"bathydemersal","Mike's data","South America",22,247,12,2,2,-0.216216216216216,13
"Pink Cusk-eel Chile","South America","Pink Cusk-eel Chile__",2012,2523,2320,1.09,"bathydemersal","Mike's data","South America",22,247,13,2,2,-0.2,13
"Pink Cusk-eel Chile","South America","Pink Cusk-eel Chile__",2013,1408,1852,0.76,"bathydemersal","Mike's data","South America",22,247,14,2,2,-0.201724137931034,13
"Pink Cusk-eel Chile","South America","Pink Cusk-eel Chile__",2014,855,945,0.9,"bathydemersal","Mike's data","South America",22,247,15,2,2,-0.489740820734341,13
"Pink Cusk-eel Southern Argentina","South America","Pink Cusk-eel Southern Argentina__",1999,24457,19000,1.29,"bathydemersal","Mike's data","South America",22,248,2,1,3,0.0555555555555556,14
"Pink Cusk-eel Southern Argentina","South America","Pink Cusk-eel Southern Argentina__",2000,17409,19000,0.92,"bathydemersal","Mike's data","South America",22,248,3,1,3,0,14
"Pink Cusk-eel Southern Argentina","South America","Pink Cusk-eel Southern Argentina__",2001,22025,19000,1.16,"bathydemersal","Mike's data","South America",22,248,4,1,3,0,14
"Pink Cusk-eel Southern Argentina","South America","Pink Cusk-eel Southern Argentina__",2002,19565,16000,1.22,"bathydemersal","Mike's data","South America",22,248,5,2,2,-0.157894736842105,14
"Pink Cusk-eel Southern Argentina","South America","Pink Cusk-eel Southern Argentina__",2003,16085,16000,1.01,"bathydemersal","Mike's data","South America",22,248,6,1,3,0,14
"Pink Cusk-eel Southern Argentina","South America","Pink Cusk-eel Southern Argentina__",2004,19187,16000,1.2,"bathydemersal","Mike's data","South America",22,248,7,1,3,0,14
"Pink Cusk-eel Southern Argentina","South America","Pink Cusk-eel Southern Argentina__",2005,20719,16000,1.29,"bathydemersal","Mike's data","South America",22,248,8,1,3,0,14
"Pink Cusk-eel Southern Argentina","South America","Pink Cusk-eel Southern Argentina__",2006,23458,16000,1.47,"bathydemersal","Mike's data","South America",22,248,9,1,3,0,14
"Pink Cusk-eel Southern Argentina","South America","Pink Cusk-eel Southern Argentina__",2007,24299,16000,1.52,"bathydemersal","Mike's data","South America",22,248,10,1,3,0,14
"Pink Cusk-eel Southern Argentina","South America","Pink Cusk-eel Southern Argentina__",2008,19868,16000,1.24,"bathydemersal","Mike's data","South America",22,248,11,1,3,0,14
"Pink Cusk-eel Southern Argentina","South America","Pink Cusk-eel Southern Argentina__",2009,20119,16000,1.26,"bathydemersal","Mike's data","South America",22,248,12,1,3,0,14
"Pink Cusk-eel Southern Argentina","South America","Pink Cusk-eel Southern Argentina__",2010,20115,18000,1.12,"bathydemersal","Mike's data","South America",22,248,13,1,1,0.125,14
"Pink Cusk-eel Southern Argentina","South America","Pink Cusk-eel Southern Argentina__",2011,20366,18000,1.13,"bathydemersal","Mike's data","South America",22,248,14,1,3,0,14
"Pink Cusk-eel Southern Argentina","South America","Pink Cusk-eel Southern Argentina__",2012,13691,11600,1.18,"bathydemersal","Mike's data","South America",22,248,15,2,2,-0.355555555555556,14
"Pink Cusk-eel Southern Argentina","South America","Pink Cusk-eel Southern Argentina__",2013,10689,9000,1.19,"bathydemersal","Mike's data","South America",22,248,16,2,2,-0.224137931034483,14
"Pink Cusk-eel Southern Argentina","South America","Pink Cusk-eel Southern Argentina__",2014,9480,7700,1.23,"bathydemersal","Mike's data","South America",22,248,17,2,2,-0.144444444444444,14
"Pink Cusk-eel Southern Argentina","South America","Pink Cusk-eel Southern Argentina__",2015,9025,7700,1.17,"bathydemersal","Mike's data","South America",22,248,18,1,3,0,14
"Pink shrimp SMA 124off","Canada west","Pink shrimp SMA 124off__full",2006,18,377,0.05,"benthic","Mike's data","Canada west",5,249,2,2,2,-0.863751355258403,43
"Pink shrimp SMA 124off","Canada west","Pink shrimp SMA 124off__full",2007,0,352,0.000284090909090909,"benthic","Mike's data","Canada west",5,249,3,2,3,-0.0663129973474801,43
"Pink shrimp SMA 124off","Canada west","Pink shrimp SMA 124off__full",2011,64,923,0.07,"benthic","Mike's data","Canada west",5,249,4,1,1,1.62215909090909,43
"Pink shrimp SMA 124off","Canada west","Pink shrimp SMA 124off__full",2012,146,1975,0.07,"benthic","Mike's data","Canada west",5,249,5,1,1,1.1397616468039,43
"Pink shrimp SMA 124off","Canada west","Pink shrimp SMA 124off__full",2014,75,12623,0.01,"benthic","Mike's data","Canada west",5,249,6,1,1,5.39139240506329,43
"Pink shrimp SMA 124off","Canada west","Pink shrimp SMA 124off__full",2015,1284,2720,0.47,"benthic","Mike's data","Canada west",5,249,7,2,2,-0.784520320050701,43
"Pink shrimp SMA 12in","Canada west","Pink shrimp SMA 12in__full",1998,208,172,1.21,"benthic","Mike's data","Canada west",5,250,2,1,3,0,44
"Pink shrimp SMA 12in","Canada west","Pink shrimp SMA 12in__full",1999,85,91,0.93,"benthic","Mike's data","Canada west",5,250,3,2,2,-0.47093023255814,44
"Pink shrimp SMA 12in","Canada west","Pink shrimp SMA 12in__full",2000,50,81,0.62,"benthic","Mike's data","Canada west",5,250,4,2,2,-0.10989010989011,44
"Pink shrimp SMA 12in","Canada west","Pink shrimp SMA 12in__full",2001,141,131,1.08,"benthic","Mike's data","Canada west",5,250,5,1,1,0.617283950617284,44
"Pink shrimp SMA 12in","Canada west","Pink shrimp SMA 12in__full",2002,75,100,0.75,"benthic","Mike's data","Canada west",5,250,6,2,2,-0.236641221374046,44
"Pink shrimp SMA 12in","Canada west","Pink shrimp SMA 12in__full",2003,40,40,1,"benthic","Mike's data","Canada west",5,250,7,2,2,-0.6,44
"Pink shrimp SMA 12in","Canada west","Pink shrimp SMA 12in__full",2004,131,139,0.94,"benthic","Mike's data","Canada west",5,250,8,1,1,2.475,44
"Pink shrimp SMA 12in","Canada west","Pink shrimp SMA 12in__full",2005,89,88,1.02,"benthic","Mike's data","Canada west",5,250,9,2,2,-0.366906474820144,44
"Pink shrimp SMA 12in","Canada west","Pink shrimp SMA 12in__full",2006,77,93,0.83,"benthic","Mike's data","Canada west",5,250,10,1,3,0.0568181818181818,44
"Pink shrimp SMA 12in","Canada west","Pink shrimp SMA 12in__full",2007,74,153,0.49,"benthic","Mike's data","Canada west",5,250,11,1,1,0.645161290322581,44
"Pink shrimp SMA 12in","Canada west","Pink shrimp SMA 12in__full",2008,55,75,0.74,"benthic","Mike's data","Canada west",5,250,12,2,2,-0.509803921568627,44
"Pink shrimp SMA 12in","Canada west","Pink shrimp SMA 12in__full",2009,70,309,0.23,"benthic","Mike's data","Canada west",5,250,13,1,1,3.12,44
"Pink shrimp SMA 12in","Canada west","Pink shrimp SMA 12in__full",2010,55,117,0.47,"benthic","Mike's data","Canada west",5,250,14,2,2,-0.621359223300971,44
"Pink shrimp SMA 12in","Canada west","Pink shrimp SMA 12in__full",2011,95,97,0.99,"benthic","Mike's data","Canada west",5,250,15,2,2,-0.170940170940171,44
"Pink shrimp SMA 12in","Canada west","Pink shrimp SMA 12in__full",2012,100,120,0.83,"benthic","Mike's data","Canada west",5,250,16,1,1,0.237113402061856,44
"Pink shrimp SMA 12in","Canada west","Pink shrimp SMA 12in__full",2013,139,475,0.29,"benthic","Mike's data","Canada west",5,250,17,1,1,2.95833333333333,44
"Pink shrimp SMA 12in","Canada west","Pink shrimp SMA 12in__full",2014,58,120,0.49,"benthic","Mike's data","Canada west",5,250,18,2,2,-0.747368421052632,44
"Pink shrimp SMA 12in","Canada west","Pink shrimp SMA 12in__full",2015,52,470,0.11,"benthic","Mike's data","Canada west",5,250,19,1,1,2.91666666666667,44
"Pink shrimp SMA 12out","Canada west","Pink shrimp SMA 12out__full",1998,10,34,0.29,"benthic","Mike's data","Canada west",5,251,2,1,1,2.4,45
"Pink shrimp SMA 12out","Canada west","Pink shrimp SMA 12out__full",1999,10,26,0.38,"benthic","Mike's data","Canada west",5,251,3,2,2,-0.235294117647059,45
"Pink shrimp SMA 12out","Canada west","Pink shrimp SMA 12out__full",2000,5,35,0.13,"benthic","Mike's data","Canada west",5,251,4,1,1,0.346153846153846,45
"Pink shrimp SMA 12out","Canada west","Pink shrimp SMA 12out__full",2001,2,9,0.23,"benthic","Mike's data","Canada west",5,251,5,2,2,-0.742857142857143,45
"Pink shrimp SMA 12out","Canada west","Pink shrimp SMA 12out__full",2002,3,20,0.13,"benthic","Mike's data","Canada west",5,251,6,1,1,1.22222222222222,45
"Pink shrimp SMA 12out","Canada west","Pink shrimp SMA 12out__full",2003,3,4,0.64,"benthic","Mike's data","Canada west",5,251,7,2,2,-0.8,45
"Pink shrimp SMA 12out","Canada west","Pink shrimp SMA 12out__full",2004,4,4,1.06,"benthic","Mike's data","Canada west",5,251,8,1,3,0,45
"Pink shrimp SMA 12out","Canada west","Pink shrimp SMA 12out__full",2005,5,4,1.26,"benthic","Mike's data","Canada west",5,251,9,1,3,0,45
"Pink shrimp SMA 12out","Canada west","Pink shrimp SMA 12out__full",2006,3,4,0.63,"benthic","Mike's data","Canada west",5,251,10,1,3,0,45
"Pink shrimp SMA 12out","Canada west","Pink shrimp SMA 12out__full",2007,1,4,0.36,"benthic","Mike's data","Canada west",5,251,11,1,3,0,45
"Pink shrimp SMA 12out","Canada west","Pink shrimp SMA 12out__full",2008,2,4,0.43,"benthic","Mike's data","Canada west",5,251,12,1,3,0,45
"Pink shrimp SMA 12out","Canada west","Pink shrimp SMA 12out__full",2009,2,4,0.42,"benthic","Mike's data","Canada west",5,251,13,1,3,0,45
"Pink shrimp SMA 12out","Canada west","Pink shrimp SMA 12out__full",2010,3,4,0.66,"benthic","Mike's data","Canada west",5,251,14,1,3,0,45
"Pink shrimp SMA 12out","Canada west","Pink shrimp SMA 12out__full",2011,1,4,0.28,"benthic","Mike's data","Canada west",5,251,15,1,3,0,45
"Pink shrimp SMA 14","Canada west","Pink shrimp SMA 14__full",1998,89,100,0.89,"benthic","Mike's data","Canada west",5,252,2,1,3,0,46
"Pink shrimp SMA 14","Canada west","Pink shrimp SMA 14__full",1999,157,184,0.85,"benthic","Mike's data","Canada west",5,252,3,1,1,0.84,46
"Pink shrimp SMA 14","Canada west","Pink shrimp SMA 14__full",2000,115,125,0.92,"benthic","Mike's data","Canada west",5,252,4,2,2,-0.320652173913043,46
"Pink shrimp SMA 14","Canada west","Pink shrimp SMA 14__full",2001,106,113,0.94,"benthic","Mike's data","Canada west",5,252,5,2,3,-0.096,46
"Pink shrimp SMA 14","Canada west","Pink shrimp SMA 14__full",2002,179,368,0.49,"benthic","Mike's data","Canada west",5,252,6,1,1,2.25663716814159,46
"Pink shrimp SMA 14","Canada west","Pink shrimp SMA 14__full",2003,109,121,0.9,"benthic","Mike's data","Canada west",5,252,7,2,2,-0.671195652173913,46
"Pink shrimp SMA 14","Canada west","Pink shrimp SMA 14__full",2004,103,125,0.82,"benthic","Mike's data","Canada west",5,252,8,1,3,0.0330578512396694,46
