"ts_stock","region","stock","year","catch","TAC","catch_by_TAC","DemersPelag","source","council","council_code","stock_code","year_rank","tac_group1","tac_group2","tac_change","rs_key_code"
"Pink shrimp SMA 14","Canada west","Pink shrimp SMA 14__full",2005,35,33,1.05,"benthic","Mike's data","Canada west",5,252,9,2,2,-0.736,46
"Pink shrimp SMA 14","Canada west","Pink shrimp SMA 14__full",2006,64,63,1.02,"benthic","Mike's data","Canada west",5,252,10,1,1,0.909090909090909,46
"Pink shrimp SMA 14","Canada west","Pink shrimp SMA 14__full",2007,49,112,0.44,"benthic","Mike's data","Canada west",5,252,11,1,1,0.777777777777778,46
"Pink shrimp SMA 14","Canada west","Pink shrimp SMA 14__full",2008,37,63,0.59,"benthic","Mike's data","Canada west",5,252,12,2,2,-0.4375,46
"Pink shrimp SMA 14","Canada west","Pink shrimp SMA 14__full",2009,48,230,0.21,"benthic","Mike's data","Canada west",5,252,13,1,1,2.65079365079365,46
"Pink shrimp SMA 14","Canada west","Pink shrimp SMA 14__full",2010,60,147,0.41,"benthic","Mike's data","Canada west",5,252,14,2,2,-0.360869565217391,46
"Pink shrimp SMA 14","Canada west","Pink shrimp SMA 14__full",2011,6,2,3.75,"benthic","Mike's data","Canada west",5,252,15,2,2,-0.986394557823129,46
"Pink shrimp SMA 14","Canada west","Pink shrimp SMA 14__full",2012,33,113,0.29,"benthic","Mike's data","Canada west",5,252,16,1,1,55.5,46
"Pink shrimp SMA 14","Canada west","Pink shrimp SMA 14__full",2013,77,98,0.79,"benthic","Mike's data","Canada west",5,252,17,2,2,-0.132743362831858,46
"Pink shrimp SMA 14","Canada west","Pink shrimp SMA 14__full",2014,42,172,0.24,"benthic","Mike's data","Canada west",5,252,18,1,1,0.755102040816326,46
"Pink shrimp SMA 14","Canada west","Pink shrimp SMA 14__full",2015,59,62,0.94,"benthic","Mike's data","Canada west",5,252,19,2,2,-0.63953488372093,46
"Pink shrimp SMA 16","Canada west","Pink shrimp SMA 16__full",1999,34,41,0.84,"benthic","Mike's data","Canada west",5,253,2,1,3,0.0789473684210526,47
"Pink shrimp SMA 16","Canada west","Pink shrimp SMA 16__full",2000,29,36,0.81,"benthic","Mike's data","Canada west",5,253,3,2,2,-0.121951219512195,47
"Pink shrimp SMA 16","Canada west","Pink shrimp SMA 16__full",2001,30,45,0.66,"benthic","Mike's data","Canada west",5,253,4,1,1,0.25,47
"Pink shrimp SMA 16","Canada west","Pink shrimp SMA 16__full",2002,45,62,0.73,"benthic","Mike's data","Canada west",5,253,5,1,1,0.377777777777778,47
"Pink shrimp SMA 16","Canada west","Pink shrimp SMA 16__full",2003,23,25,0.92,"benthic","Mike's data","Canada west",5,253,6,2,2,-0.596774193548387,47
"Pink shrimp SMA 16","Canada west","Pink shrimp SMA 16__full",2004,23,26,0.88,"benthic","Mike's data","Canada west",5,253,7,1,3,0.04,47
"Pink shrimp SMA 16","Canada west","Pink shrimp SMA 16__full",2005,30,27,1.09,"benthic","Mike's data","Canada west",5,253,8,1,3,0.0384615384615385,47
"Pink shrimp SMA 16","Canada west","Pink shrimp SMA 16__full",2006,28,27,1.04,"benthic","Mike's data","Canada west",5,253,9,1,3,0,47
"Pink shrimp SMA 16","Canada west","Pink shrimp SMA 16__full",2007,12,30,0.4,"benthic","Mike's data","Canada west",5,253,10,1,1,0.111111111111111,47
"Pink shrimp SMA 16","Canada west","Pink shrimp SMA 16__full",2008,7,104,0.07,"benthic","Mike's data","Canada west",5,253,11,1,1,2.46666666666667,47
"Pink shrimp SMA 16","Canada west","Pink shrimp SMA 16__full",2009,48,110,0.44,"benthic","Mike's data","Canada west",5,253,12,1,3,0.0576923076923077,47
"Pink shrimp SMA 16","Canada west","Pink shrimp SMA 16__full",2010,36,40,0.9,"benthic","Mike's data","Canada west",5,253,13,2,2,-0.636363636363636,47
"Pink shrimp SMA 16","Canada west","Pink shrimp SMA 16__full",2011,30,33,0.9,"benthic","Mike's data","Canada west",5,253,14,2,2,-0.175,47
"Pink shrimp SMA 16","Canada west","Pink shrimp SMA 16__full",2012,31,42,0.73,"benthic","Mike's data","Canada west",5,253,15,1,1,0.272727272727273,47
"Pink shrimp SMA 16","Canada west","Pink shrimp SMA 16__full",2013,6,38,0.15,"benthic","Mike's data","Canada west",5,253,16,2,3,-0.0952380952380952,47
"Pink shrimp SMA 16","Canada west","Pink shrimp SMA 16__full",2014,13,33,0.38,"benthic","Mike's data","Canada west",5,253,17,2,2,-0.131578947368421,47
"Pink shrimp SMA 16","Canada west","Pink shrimp SMA 16__full",2015,7,33,0.21,"benthic","Mike's data","Canada west",5,253,18,1,3,0,47
"Pink shrimp SMA 17","Canada west","Pink shrimp SMA 17__full",1998,11,10,1.06,"benthic","Mike's data","Canada west",5,254,2,2,2,-0.411764705882353,48
"Pink shrimp SMA 17","Canada west","Pink shrimp SMA 17__full",1999,9,8,1.07,"benthic","Mike's data","Canada west",5,254,3,2,2,-0.2,48
"Pink shrimp SMA 17","Canada west","Pink shrimp SMA 17__full",2000,9,8,1.18,"benthic","Mike's data","Canada west",5,254,4,1,3,0,48
"Pink shrimp SMA 17","Canada west","Pink shrimp SMA 17__full",2001,10,8,1.23,"benthic","Mike's data","Canada west",5,254,5,1,3,0,48
"Pink shrimp SMA 17","Canada west","Pink shrimp SMA 17__full",2002,9,8,1.12,"benthic","Mike's data","Canada west",5,254,6,1,3,0,48
"Pink shrimp SMA 17","Canada west","Pink shrimp SMA 17__full",2003,8,8,0.98,"benthic","Mike's data","Canada west",5,254,7,1,3,0,48
"Pink shrimp SMA 17","Canada west","Pink shrimp SMA 17__full",2004,9,8,1.08,"benthic","Mike's data","Canada west",5,254,8,1,3,0,48
"Pink shrimp SMA 17","Canada west","Pink shrimp SMA 17__full",2005,8,8,0.99,"benthic","Mike's data","Canada west",5,254,9,1,3,0,48
"Pink shrimp SMA 17","Canada west","Pink shrimp SMA 17__full",2006,8,8,1.05,"benthic","Mike's data","Canada west",5,254,10,1,3,0,48
"Pink shrimp SMA 17","Canada west","Pink shrimp SMA 17__full",2007,8,8,1.04,"benthic","Mike's data","Canada west",5,254,11,1,3,0,48
"Pink shrimp SMA 17","Canada west","Pink shrimp SMA 17__full",2008,4,8,0.51,"benthic","Mike's data","Canada west",5,254,12,1,3,0,48
"Pink shrimp SMA 17","Canada west","Pink shrimp SMA 17__full",2009,3,8,0.33,"benthic","Mike's data","Canada west",5,254,13,1,3,0,48
"Pink shrimp SMA 17","Canada west","Pink shrimp SMA 17__full",2010,7,8,0.92,"benthic","Mike's data","Canada west",5,254,14,1,3,0,48
"Pink shrimp SMA 17","Canada west","Pink shrimp SMA 17__full",2011,8,8,1.06,"benthic","Mike's data","Canada west",5,254,15,1,3,0,48
"Pink shrimp SMA 17","Canada west","Pink shrimp SMA 17__full",2012,6,8,0.8,"benthic","Mike's data","Canada west",5,254,16,1,3,0,48
"Pink shrimp SMA 17","Canada west","Pink shrimp SMA 17__full",2013,4,8,0.56,"benthic","Mike's data","Canada west",5,254,17,1,3,0,48
"Pink shrimp SMA 17","Canada west","Pink shrimp SMA 17__full",2014,4,8,0.53,"benthic","Mike's data","Canada west",5,254,18,1,3,0,48
"Pink shrimp SMA 17","Canada west","Pink shrimp SMA 17__full",2015,9,8,1.15,"benthic","Mike's data","Canada west",5,254,19,1,3,0,48
"Pink shrimp SMA 18","Canada west","Pink shrimp SMA 18__full",1998,62,100,0.62,"benthic","Mike's data","Canada west",5,255,2,1,3,0,49
"Pink shrimp SMA 18","Canada west","Pink shrimp SMA 18__full",1999,52,55,0.95,"benthic","Mike's data","Canada west",5,255,3,2,2,-0.45,49
"Pink shrimp SMA 18","Canada west","Pink shrimp SMA 18__full",2000,23,47,0.48,"benthic","Mike's data","Canada west",5,255,4,2,2,-0.145454545454545,49
"Pink shrimp SMA 18","Canada west","Pink shrimp SMA 18__full",2001,12,14,0.84,"benthic","Mike's data","Canada west",5,255,5,2,2,-0.702127659574468,49
"Pink shrimp SMA 18","Canada west","Pink shrimp SMA 18__full",2002,30,30,1,"benthic","Mike's data","Canada west",5,255,6,1,1,1.14285714285714,49
"Pink shrimp SMA 18","Canada west","Pink shrimp SMA 18__full",2003,11,11,0.97,"benthic","Mike's data","Canada west",5,255,7,2,2,-0.633333333333333,49
"Pink shrimp SMA 18","Canada west","Pink shrimp SMA 18__full",2004,12,10,1.26,"benthic","Mike's data","Canada west",5,255,8,2,3,-0.0909090909090909,49
"Pink shrimp SMA 18","Canada west","Pink shrimp SMA 18__full",2005,11,8,1.45,"benthic","Mike's data","Canada west",5,255,9,2,2,-0.2,49
"Pink shrimp SMA 18","Canada west","Pink shrimp SMA 18__full",2006,40,35,1.16,"benthic","Mike's data","Canada west",5,255,10,1,1,3.375,49
"Pink shrimp SMA 18","Canada west","Pink shrimp SMA 18__full",2007,50,66,0.75,"benthic","Mike's data","Canada west",5,255,11,1,1,0.885714285714286,49
"Pink shrimp SMA 18","Canada west","Pink shrimp SMA 18__full",2008,63,94,0.66,"benthic","Mike's data","Canada west",5,255,12,1,1,0.424242424242424,49
"Pink shrimp SMA 18","Canada west","Pink shrimp SMA 18__full",2009,1,17,0.04,"benthic","Mike's data","Canada west",5,255,13,2,2,-0.819148936170213,49
"Pink shrimp SMA 19","Canada west","Pink shrimp SMA 19__full",1998,5,20,0.24,"benthic","Mike's data","Canada west",5,256,2,1,3,0,50
"Pink shrimp SMA 19","Canada west","Pink shrimp SMA 19__full",1999,41,40,1.03,"benthic","Mike's data","Canada west",5,256,3,1,1,1,50
"Pink shrimp SMA 19","Canada west","Pink shrimp SMA 19__full",2000,17,197,0.09,"benthic","Mike's data","Canada west",5,256,4,1,1,3.925,50
"Pink shrimp SMA 19","Canada west","Pink shrimp SMA 19__full",2001,15,34,0.45,"benthic","Mike's data","Canada west",5,256,5,2,2,-0.82741116751269,50
"Pink shrimp SMA 19","Canada west","Pink shrimp SMA 19__full",2002,20,35,0.58,"benthic","Mike's data","Canada west",5,256,6,1,3,0.0294117647058824,50
"Pink shrimp SMA 19","Canada west","Pink shrimp SMA 19__full",2003,6,10,0.58,"benthic","Mike's data","Canada west",5,256,7,2,2,-0.714285714285714,50
"Pink shrimp SMA 19","Canada west","Pink shrimp SMA 19__full",2004,9,10,0.92,"benthic","Mike's data","Canada west",5,256,8,1,3,0,50
"Pink shrimp SMA 19","Canada west","Pink shrimp SMA 19__full",2005,7,10,0.68,"benthic","Mike's data","Canada west",5,256,9,1,3,0,50
"Pink shrimp SMA 21off,23off","Canada west","Pink shrimp SMA 21off,23off__full",2003,172,553,0.31,"benthic","Mike's data","Canada west",5,257,2,2,2,-0.5576,51
"Pink shrimp SMA 21off,23off","Canada west","Pink shrimp SMA 21off,23off__full",2004,124,198,0.63,"benthic","Mike's data","Canada west",5,257,3,2,2,-0.641952983725136,51
"Pink shrimp SMA 21off,23off","Canada west","Pink shrimp SMA 21off,23off__full",2005,145,264,0.55,"benthic","Mike's data","Canada west",5,257,4,1,1,0.333333333333333,51
"Pink shrimp SMA 21off,23off","Canada west","Pink shrimp SMA 21off,23off__full",2006,92,200,0.46,"benthic","Mike's data","Canada west",5,257,5,2,2,-0.242424242424242,51
"Pink shrimp SMA 21off,23off","Canada west","Pink shrimp SMA 21off,23off__full",2007,116,519,0.22,"benthic","Mike's data","Canada west",5,257,6,1,1,1.595,51
"Pink shrimp SMA 21off,23off","Canada west","Pink shrimp SMA 21off,23off__full",2008,60,451,0.13,"benthic","Mike's data","Canada west",5,257,7,2,2,-0.13102119460501,51
"Pink shrimp SMA 21off,23off","Canada west","Pink shrimp SMA 21off,23off__full",2009,62,1075,0.06,"benthic","Mike's data","Canada west",5,257,8,1,1,1.38359201773836,51
"Pink shrimp SMA 21off,23off","Canada west","Pink shrimp SMA 21off,23off__full",2010,8,423,0.02,"benthic","Mike's data","Canada west",5,257,9,2,2,-0.606511627906977,51
"Pink shrimp SMA 21off,23off","Canada west","Pink shrimp SMA 21off,23off__full",2011,1,731,0.00136798905608755,"benthic","Mike's data","Canada west",5,257,10,1,1,0.728132387706856,51
"Pink shrimp SMA 21off,23off","Canada west","Pink shrimp SMA 21off,23off__full",2012,36,834,0.04,"benthic","Mike's data","Canada west",5,257,11,1,1,0.140902872777018,51
"Pink shrimp SMA 21off,23off","Canada west","Pink shrimp SMA 21off,23off__full",2013,19,476,0.04,"benthic","Mike's data","Canada west",5,257,12,2,2,-0.429256594724221,51
"Pink shrimp SMA 21off,23off","Canada west","Pink shrimp SMA 21off,23off__full",2015,2,111,0.02,"benthic","Mike's data","Canada west",5,257,13,2,2,-0.766806722689076,51
"Pink shrimp SMA 23in","Canada west","Pink shrimp SMA 23in__full",1998,73,67,1.09,"benthic","Mike's data","Canada west",5,258,2,2,2,-0.617142857142857,52
"Pink shrimp SMA 23in","Canada west","Pink shrimp SMA 23in__full",1999,52,51,1.02,"benthic","Mike's data","Canada west",5,258,3,2,2,-0.238805970149254,52
"Pink shrimp SMA 23in","Canada west","Pink shrimp SMA 23in__full",2000,142,153,0.93,"benthic","Mike's data","Canada west",5,258,4,1,1,2,52
"Pink shrimp SMA 23in","Canada west","Pink shrimp SMA 23in__full",2001,353,342,1.03,"benthic","Mike's data","Canada west",5,258,5,1,1,1.23529411764706,52
"Pink shrimp SMA 23in","Canada west","Pink shrimp SMA 23in__full",2002,272,316,0.86,"benthic","Mike's data","Canada west",5,258,6,2,3,-0.0760233918128655,52
"Pink shrimp SMA 23in","Canada west","Pink shrimp SMA 23in__full",2003,263,329,0.8,"benthic","Mike's data","Canada west",5,258,7,1,3,0.0411392405063291,52
"Pink shrimp SMA 23in","Canada west","Pink shrimp SMA 23in__full",2004,72,70,1.03,"benthic","Mike's data","Canada west",5,258,8,2,2,-0.787234042553192,52
"Pink shrimp SMA 23in","Canada west","Pink shrimp SMA 23in__full",2005,51,64,0.8,"benthic","Mike's data","Canada west",5,258,9,2,3,-0.0857142857142857,52
"Pink shrimp SMA 23in","Canada west","Pink shrimp SMA 23in__full",2006,46,45,1.01,"benthic","Mike's data","Canada west",5,258,10,2,2,-0.296875,52
"Pink shrimp SMA 23in","Canada west","Pink shrimp SMA 23in__full",2007,66,76,0.88,"benthic","Mike's data","Canada west",5,258,11,1,1,0.688888888888889,52
"Pink shrimp SMA 23in","Canada west","Pink shrimp SMA 23in__full",2008,88,150,0.59,"benthic","Mike's data","Canada west",5,258,12,1,1,0.973684210526316,52
"Pink shrimp SMA 23in","Canada west","Pink shrimp SMA 23in__full",2009,83,384,0.22,"benthic","Mike's data","Canada west",5,258,13,1,1,1.56,52
"Pink shrimp SMA 23in","Canada west","Pink shrimp SMA 23in__full",2013,4,88,0.05,"benthic","Mike's data","Canada west",5,258,14,2,2,-0.770833333333333,52
"Pink shrimp SMA 23in","Canada west","Pink shrimp SMA 23in__full",2015,3,20,0.14,"benthic","Mike's data","Canada west",5,258,15,2,2,-0.772727272727273,52
"Pink shrimp SMA 3in","Canada west","Pink shrimp SMA 3in__full",1998,7,10,0.67,"benthic","Mike's data","Canada west",5,259,2,1,3,0,53
"Pink shrimp SMA 3in","Canada west","Pink shrimp SMA 3in__full",1999,26,51,0.5,"benthic","Mike's data","Canada west",5,259,3,1,1,4.1,53
"Pink shrimp SMA 3in","Canada west","Pink shrimp SMA 3in__full",2000,24,26,0.91,"benthic","Mike's data","Canada west",5,259,4,2,2,-0.490196078431373,53
"Pink shrimp SMA 3in","Canada west","Pink shrimp SMA 3in__full",2001,8,34,0.25,"benthic","Mike's data","Canada west",5,259,5,1,1,0.307692307692308,53
"Pink shrimp SMA 3in","Canada west","Pink shrimp SMA 3in__full",2002,8,16,0.5,"benthic","Mike's data","Canada west",5,259,6,2,2,-0.529411764705882,53
"Pink shrimp SMA 3in","Canada west","Pink shrimp SMA 3in__full",2003,1,23,0.06,"benthic","Mike's data","Canada west",5,259,7,1,1,0.4375,53
"Pink shrimp SMA 3in","Canada west","Pink shrimp SMA 3in__full",2004,2,15,0.14,"benthic","Mike's data","Canada west",5,259,8,2,2,-0.347826086956522,53
"Pink shrimp SMA 3in","Canada west","Pink shrimp SMA 3in__full",2005,10,13,0.74,"benthic","Mike's data","Canada west",5,259,9,2,2,-0.133333333333333,53
"Pink shrimp SMA 3in","Canada west","Pink shrimp SMA 3in__full",2006,4,13,0.29,"benthic","Mike's data","Canada west",5,259,10,1,3,0,53
"Pink shrimp SMA 3in","Canada west","Pink shrimp SMA 3in__full",2007,0,13,0.04,"benthic","Mike's data","Canada west",5,259,11,1,3,0,53
"Pink shrimp SMA 3in","Canada west","Pink shrimp SMA 3in__full",2009,1,13,0.07,"benthic","Mike's data","Canada west",5,259,12,1,3,0,53
"Pink shrimp SMA 3in","Canada west","Pink shrimp SMA 3in__full",2015,1,13,0.1,"benthic","Mike's data","Canada west",5,259,13,1,3,0,53
"Pink shrimp SMA 5in","Canada west","Pink shrimp SMA 5in__full",1998,1,10,0.08,"benthic","Mike's data","Canada west",5,260,2,1,3,0,54
"Pink shrimp SMA 5in","Canada west","Pink shrimp SMA 5in__full",1999,19,10,1.94,"benthic","Mike's data","Canada west",5,260,3,1,3,0,54
"Pink shrimp SMA 5in","Canada west","Pink shrimp SMA 5in__full",2000,14,10,1.35,"benthic","Mike's data","Canada west",5,260,4,1,3,0,54
"Pink shrimp SMA 5in","Canada west","Pink shrimp SMA 5in__full",2001,12,10,1.18,"benthic","Mike's data","Canada west",5,260,5,1,3,0,54
"Pink shrimp SMA 5in","Canada west","Pink shrimp SMA 5in__full",2002,9,10,0.93,"benthic","Mike's data","Canada west",5,260,6,1,3,0,54
"Pink shrimp SMA 5in","Canada west","Pink shrimp SMA 5in__full",2004,3,10,0.28,"benthic","Mike's data","Canada west",5,260,7,1,3,0,54
"Pink shrimp SMA 5in","Canada west","Pink shrimp SMA 5in__full",2005,7,10,0.72,"benthic","Mike's data","Canada west",5,260,8,1,3,0,54
"Pink shrimp SMA 5in","Canada west","Pink shrimp SMA 5in__full",2006,1,10,0.12,"benthic","Mike's data","Canada west",5,260,9,1,3,0,54
"Pink shrimp SMA 5in","Canada west","Pink shrimp SMA 5in__full",2010,0,10,0.03,"benthic","Mike's data","Canada west",5,260,10,1,3,0,54
"Pink shrimp SMA 5in","Canada west","Pink shrimp SMA 5in__full",2014,1,10,0.12,"benthic","Mike's data","Canada west",5,260,11,1,3,0,54
"Pink shrimp SMA 5in","Canada west","Pink shrimp SMA 5in__full",2015,0,10,0.01,"benthic","Mike's data","Canada west",5,260,12,1,3,0,54
"Pink shrimp SMA 6in","Canada west","Pink shrimp SMA 6in__full",1998,13,10,1.29,"benthic","Mike's data","Canada west",5,261,2,1,3,0,55
"Pink shrimp SMA 6in","Canada west","Pink shrimp SMA 6in__full",1999,13,10,1.29,"benthic","Mike's data","Canada west",5,261,3,1,3,0,55
"Pink shrimp SMA 6in","Canada west","Pink shrimp SMA 6in__full",2000,10,10,1.04,"benthic","Mike's data","Canada west",5,261,4,1,3,0,55
"Pink shrimp SMA 6in","Canada west","Pink shrimp SMA 6in__full",2001,10,10,1.03,"benthic","Mike's data","Canada west",5,261,5,1,3,0,55
